,t,CAVG,precip
0,2002-01-16,-11.288114239307035,11.393354838709676
1,2002-01-31,-11.49646396431249,7.093677419354838
2,2002-02-15,-5.984877274155605,2.7940000000000005
3,2002-03-02,-4.825483123859421,8.781142857142857
4,2002-03-17,-8.167028259728271,13.199806451612904
5,2002-04-01,-0.7701336351584116,7.423354838709678
6,2002-04-16,-1.5037758080383905,2.015066666666667
7,2002-05-01,-2.751353836072868,1.7610666666666668
8,2002-05-16,1.5390172999967098,1.4748387096774194
9,2002-05-31,6.6980674929980735,0.7374193548387098
10,2002-06-15,6.360063567024558,2.220446049250313e-16
11,2002-06-30,14.67322308742511,0.254
12,2002-07-15,8.115808042781516,0.508
13,2002-07-30,1.2065743242126545,0.26219354838709674
14,2002-08-14,9.024516726132912,0.016387096774193533
15,2002-08-29,7.1675559148306265,0.0
16,2002-09-13,6.856157499388749,0.0
17,2002-09-28,7.317291254832821,0.0
18,2002-10-13,11.48786960092749,0.0
19,2002-10-28,4.696890722544754,12.781935483870969
20,2002-11-12,-0.64636167628923,27.530322580645162
21,2002-11-27,-5.358000108267357,37.492
22,2002-12-12,-6.700462482581599,46.257
23,2002-12-27,-8.44966213360567,30.507032258064513
24,2003-01-11,-13.091157206385894,8.628322580645154
25,2003-01-26,-8.632319970522072,11.17741935483871
26,2003-02-10,-11.23547854379603,22.609354838709677
27,2003-02-25,-10.441022073411654,23.877142857142857
28,2003-03-12,-6.251860061612944,20.062857142857144
29,2003-03-27,-4.770098438989918,17.333548387096776
30,2003-04-11,-6.41707741250699,14.875483870967741
31,2003-04-26,-6.115244587384744,14.968000000000002
32,2003-05-11,-2.560736929993177,15.988000000000001
33,2003-05-26,6.220585048282562,10.490322580645163
34,2003-06-10,3.54034944528571,2.6225806451612907
35,2003-06-25,15.860475732281206,0.0
36,2003-07-10,19.401363373885196,0.0
37,2003-07-25,18.667082132456976,0.08193548387096775
38,2003-08-09,16.612536567647563,0.20483870967741935
39,2003-08-24,8.83604684740699,0.18025806451612902
40,2003-09-08,7.7822644311331635,0.05735483870967742
41,2003-09-23,7.837004077735399,0.6773333333333335
42,2003-10-08,3.181737689744195,1.9473333333333336
43,2003-10-23,4.854660506958672,3.3921290322580644
44,2003-11-07,-5.691948561786187,4.989870967741935
45,2003-11-22,-7.850807262821151,11.413533333333334
46,2003-12-07,-5.483200829913736,23.35253333333333
47,2003-12-22,-7.532837402477897,24.67232258064516
48,2004-01-06,-8.199960133859957,13.855870967741936
49,2004-01-21,-8.618075635275765,10.95516129032258
50,2004-02-05,-8.418630138942861,19.928064516129034
51,2004-02-20,-6.120576835073779,37.822068965517246
52,2004-03-06,-3.875379707715889,73.55827586206897
53,2004-03-21,0.9011755803019308,76.66206451612904
54,2004-04-05,-0.715860310585657,30.817225806451617
55,2004-04-20,-1.3371672398890488,0.29633333333333334
56,2004-05-05,4.975228078353728,0.42333333333333334
57,2004-05-20,0.8025731713602167,0.4260645161290323
58,2004-06-04,6.951243773684994,0.18025806451612902
59,2004-06-19,6.784195849083369,0.0
60,2004-07-04,6.52250866276057,0.0
61,2004-07-19,12.14339548111205,0.0
62,2004-08-03,7.552138284600431,0.0
63,2004-08-18,8.378850016383158,0.024580645161290323
64,2004-09-02,9.942752325839923,0.14748387096774193
65,2004-09-17,4.531564522671984,2.9804000000000004
66,2004-10-02,2.5834049482348824,23.428400000000003
67,2004-10-17,0.3805359966118449,39.33064516129032
68,2004-11-01,-6.23617219528683,25.685483870967744
69,2004-11-16,-5.240501872066439,14.524999999999999
70,2004-12-01,-11.089717164500067,38.150000000000006
71,2004-12-16,-7.0280479792768284,59.83935483870968
72,2004-12-31,-8.083717751358117,54.42967741935484
73,2005-01-15,-8.0711044923094,49.02
74,2005-01-30,-6.6466747998005244,49.76032258064516
75,2005-02-14,-4.617678826629955,50.50064516129032
76,2005-03-01,-5.174390218776745,39.37
77,2005-03-16,-3.5777957120493458,27.526451612903227
78,2005-03-31,-4.514098683476984,17.573225806451617
79,2005-04-15,-3.6999837403541296,7.6200000000000045
80,2005-04-30,-1.8301310294283797,11.175
81,2005-05-15,1.9773394704905358,14.73
82,2005-05-30,4.3551204509596335,7.725483870967742
83,2005-06-14,3.6570539729513323,0.7209677419354836
84,2005-06-29,7.925936169543951,0.13546666666666668
85,2005-07-14,11.905367310503848,0.008466666666666678
86,2005-07-29,12.40983889420581,0.22941935483870968
87,2005-08-13,8.248938455408537,0.47522580645161294
88,2005-08-28,9.85848319737425,1.4666451612903226
89,2005-09-12,1.2648550220644346,2.572774193548387
90,2005-09-27,3.948066346995425,1.778
91,2005-10-12,1.4762208627672548,0.5079999999999996
92,2005-10-27,-1.3285999365462908,2.613741935483871
93,2005-11-11,-3.129221771915121,5.563419354838709
94,2005-11-26,-3.9091848667083435,15.663333333333332
95,2005-12-11,-8.956714591617578,28.36333333333333
96,2005-12-26,-3.902373490269806,37.33870967741935
97,2006-01-10,-7.299762686956538,44.95967741935484
98,2006-01-25,-9.016240173060584,36.35483870967742
99,2006-02-09,-4.960577291500912,19.63709677419355
100,2006-02-24,-7.825251094703441,28.462142857142858
101,2006-03-11,-10.139104744483383,54.31571428571429
102,2006-03-26,-6.292417021593977,46.33870967741936
103,2006-04-10,-4.5414087505892855,26.05967741935484
104,2006-04-25,-2.469037648286046,15.406666666666666
105,2006-05-10,4.761662143938088,9.566666666666666
106,2006-05-25,1.4597108391677298,5.161935483870968
107,2006-06-09,5.30170388154566,1.4748387096774191
108,2006-06-24,12.205266268608208,0.0
109,2006-07-09,9.524643086503051,0.0
110,2006-07-24,14.762492626482713,0.0
111,2006-08-08,5.611727336344741,0.0
112,2006-08-23,6.842769382649849,0.0
113,2006-09-07,7.247825770084982,0.0
114,2006-09-22,2.9330358352424395,0.9482666666666666
115,2006-10-07,-1.9367873394014319,2.9802666666666666
116,2006-10-22,-0.665260613012512,3.662516129032258
117,2006-11-06,-3.004112263259087,2.8021935483870966
118,2006-11-21,-5.101138662237831,5.130800000000001
119,2006-12-06,-7.683065022957087,12.2428
120,2006-12-21,-10.668298378526629,15.329354838709678
121,2007-01-05,-9.453449451735713,12.377741935483872
122,2007-01-20,-11.859682757196575,12.37774193548387
123,2007-02-04,-6.5293786494723305,18.280967741935484
124,2007-02-19,-6.404972770249287,19.525142857142857
